state,district,month,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,E,DU,BU,U,T,activity_ratio,zero_month_ratio,avg_monthly_enrolment,monthly_valatility,peak_load_ratio,biometric_burden,update_dominant,enrollment_update_balance,DEI,ASS,UBS,SRS
West Bengal,darjeeling,4,383,200,75,0.0,0.0,1465.0,3099.0,658,0.0,4564.0,4564.0,5222.0,1.0,0.0,914.875,0.5762402432201867,1.9989492487128298,0.44514514770087066,1,0.08544942967555136,0.6945680043234145,0.6990976689781937,0.7225725738504354,0.5512776231377596
West Bengal,darjiling,9,232,102,0,5.0,1946.0,65.0,303.0,334,1951.0,368.0,2319.0,2653.0,1.0,0.0,181.5,0.30983938820579077,1.289204097714736,0.122533418204965,1,0.0715130023640662,0.8225434892077438,0.7399462500348122,0.5612667091024826,0.4119943687227503
West Bengal,dinajpur dakshin,7,707,256,34,0.0,0.0,0.0,0.0,997,0.0,0.0,0.0,997.0,1.0,0.0,997.0,0.0,1.0,0.0,0,1.0,0.6950821042830879,0.6945233519926477,0.0,0.25
West Bengal,dinajpur uttar,3,26,18,27,0.0,0.0,0.0,0.0,71,0.0,0.0,0.0,71.0,1.0,0.0,3890.3333333333335,0.9563276509199956,2.2964613143689485,0.0,0,1.0,0.36475972792620165,0.5333662888387594,0.0,0.75
West Bengal,east midnapore,9,640,134,1,189.0,4705.0,829.0,1840.0,775,4894.0,2669.0,7563.0,8338.0,1.0,0.0,529.5,0.23681419245518656,1.3920704845814977,0.32447833065810594,1,0.05362296825155704,0.8321211771723798,0.7205628428997132,0.6622391653290529,0.3738143601867881
West Bengal,east midnapur,9,1,0,0,0.0,5.0,0.0,2.0,1,5.0,2.0,7.0,8.0,1.0,0.0,1.0,0.0,1.0,0.2857142857142857,1,0.125,0.8753692770677517,0.75,0.6428571428571428,0.25
West Bengal,haora,9,788,368,0,108.0,8473.0,591.0,2452.0,1156,8581.0,3043.0,11624.0,12780.0,1.0,0.0,715.5,0.2976799160738904,1.492072988333832,0.21196618338403192,1,0.05350732874663476,0.8212210988754107,0.7102027459826774,0.6059830916920159,0.40563699103937845
West Bengal,hawrah,9,0,1,0,0.0,7.0,1.0,2.0,1,7.0,3.0,10.0,11.0,1.0,0.0,3.0,0.0,1.0,0.375,1,0.2727272727272727,0.8822265750908009,0.7498886011084189,0.6875,0.25
West Bengal,hooghiy,9,1,0,0,0.0,2.0,0.0,1.0,1,2.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,1,0.25,0.8503079422031605,0.75,0.6666666666666666,0.25
West Bengal,hooghly,7,177,111,12,258.0,2694.0,14796.0,13875.0,300,2952.0,28671.0,31623.0,31923.0,1.0,0.0,3071.2,0.2737837953568313,1.3067658745182749,0.36457877868104344,1,0.061198544561834205,0.8617227010166971,0.5789915615339627,0.6822893893405217,0.3931433019287108
West Bengal,howrah,7,149,200,12,0.0,0.0,10226.0,9399.0,361,0.0,19625.0,19625.0,19986.0,1.0,0.0,2282.8,0.27490673053959963,1.4258978249873546,0.37932646992203767,1,0.07697858708480863,0.8450702416574402,0.6229050045952043,0.6896632349610188,0.3937304099045641
West Bengal,hugli,9,59,15,0,7.0,283.0,24.0,85.0,74,290.0,109.0,399.0,473.0,1.0,0.0,48.5,0.2850009672214982,1.241960991038482,0.25778038755137994,1,0.10226673695308382,0.82117742932092,0.7473542763249506,0.62889019377569,0.3990080135962423
West Bengal,jalpaiguri,4,194,62,36,0.0,0.0,3315.0,5838.0,292,0.0,9153.0,9153.0,9445.0,1.0,0.0,1331.75,0.6987215704695124,2.1392001347952196,0.3005494252199168,1,0.04274131754303618,0.6902800802835007,0.675877962514273,0.6502747126099584,0.6153149471299592
West Bengal,jhargram,4,40,10,12,0.0,0.0,135.0,279.0,62,0.0,414.0,414.0,476.0,1.0,0.0,192.4,0.45021896564225183,1.5474148493016417,0.2951388888888889,1,0.11786326880666503,0.6963119658816804,0.7393391260756955,0.6475694444444444,0.4853894950172868
West Bengal,kalimpong,5,12,39,27,0.0,0.0,34.0,24.0,78,0.0,58.0,58.0,136.0,1.0,0.0,85.5,0.6206717462325564,2.028985507246377,0.2195216049382716,1,0.16521739130434782,0.4796271484004576,0.7452933968307016,0.6097608024691358,0.5745078951944267
West Bengal,koch bihar,9,871,489,3,132.0,18206.0,330.0,1318.0,1363,18338.0,1648.0,19986.0,21349.0,1.0,0.0,837.0,0.32421018652149697,1.3516693558396426,0.07944627178783248,1,0.041553928261139385,0.8349313979032248,0.70343526331913,0.5397231358939163,0.4195079015071895
West Bengal,kolkata,4,21,10,23,0.0,0.0,2609.0,7951.0,54,0.0,10560.0,10560.0,10614.0,1.0,0.0,1295.25,0.5522891871863962,1.873774378065823,0.48313249391471585,1,0.05862617187278992,0.5887280777346353,0.6779109922856268,0.741566246957358,0.5387552120108046
West Bengal,malda,4,306,80,10,264.0,2419.0,3440.0,5957.0,396,2683.0,9397.0,12080.0,12476.0,1.0,0.0,2638.3333333333335,0.38816272169748844,1.5129401170643855,0.289664032578659,1,0.07127420081044575,0.8314831145969468,0.6031019949684834,0.6448320162893295,0.45294442042121885
West Bengal,maldah,9,456,242,0,128.0,5833.0,465.0,1562.0,698,5961.0,2027.0,7988.0,8686.0,1.0,0.0,439.0,0.16767227336589033,1.1803901697491765,0.24325955734406438,1,0.05561185710666329,0.8578001552923691,0.7256036427437547,0.6216297786720322,0.3376646582395626
West Bengal,medinipur,9,8,1,0,2.0,48.0,5.0,9.0,9,50.0,14.0,64.0,73.0,1.0,0.0,7.25,0.30248039875370386,1.2624113475177305,0.2964426877470356,1,0.10283687943262411,0.8239559190269844,0.7496518784638093,0.6482213438735178,0.40814684353354996
West Bengal,medinipur west,6,45,67,10,0.0,0.0,0.0,0.0,122,0.0,0.0,0.0,122.0,1.0,0.0,322.5,0.6217054263565891,1.621705426356589,0.0,0,1.0,0.5521286017601169,0.7320926281783496,0.0,0.5750483376479301
West Bengal,murshidabad,9,12270,1592,15,6339.0,69409.0,9977.0,14582.0,13877,75748.0,24559.0,100307.0,114184.0,1.0,0.0,8977.75,0.23285725542856403,1.2757169232144303,0.2723462646532883,1,0.10030361177913151,0.9299901375388903,0.25,0.6361731323266442,0.37174554150167743
West Bengal,nadia,4,204,33,11,0.0,0.0,4993.0,9147.0,248,0.0,14140.0,14140.0,14388.0,1.0,0.0,2214.5,0.5463881250576467,1.7369496282131531,0.4110906014459314,1,0.060930395724279295,0.7868760001748585,0.6267092767426964,0.7055453007229657,0.5356699398642382
West Bengal,north 24 parganas,4,126,67,39,0.0,0.0,8743.0,14168.0,232,0.0,22911.0,22911.0,23143.0,1.0,0.0,4767.666666666667,0.4745192096299661,1.4694857795933496,0.3715020075857566,1,0.07363362343014382,0.7868013296681008,0.4844993083985481,0.6857510037928782,0.49809447325583156
West Bengal,north dinajpur,9,91,33,0,31.0,1572.0,40.0,162.0,124,1603.0,202.0,1805.0,1929.0,1.0,0.0,85.5,0.22198977245933646,1.2760046303952373,0.14092900964066607,1,0.05655697039854473,0.8440301762642161,0.7452933968307016,0.5704645048203331,0.366063658854672
West Bengal,north twenty four parganas,9,485,157,2,84.0,4879.0,390.0,1605.0,644,4963.0,1995.0,6958.0,7602.0,1.0,0.0,406.75,0.2522574117010369,1.2718674466669002,0.26690193164933135,1,0.05699372963884121,0.8392087551820913,0.7273999498704988,0.6334509658246656,0.38188859041059986
West Bengal,paschim bardhaman,9,330,129,22,231.0,2572.0,499.0,581.0,481,2803.0,1080.0,3883.0,4364.0,1.0,0.0,319.0,0.24910242534448548,1.2860575514270645,0.23468676759358967,1,0.07478169137900721,0.8123346338952444,0.7322875762386164,0.6173433837967949,0.38023905828972254
West Bengal,paschim medinipur,9,5425,1590,28,3465.0,47504.0,10404.0,10029.0,7043,50969.0,20433.0,71402.0,78445.0,1.0,0.0,4521.25,0.23366293576261654,1.2777981235723859,0.26957208849987846,1,0.06828006720404735,0.8851062496756186,0.49822458016542737,0.6347860442499392,0.3721667780586657
West Bengal,purba bardhaman,6,28,18,12,0.0,0.0,525.0,1071.0,58,0.0,1596.0,1596.0,1654.0,1.0,0.0,608.2,0.3989361728104549,1.381368393737566,0.3097455306010657,1,0.13151976472623475,0.7319288765676785,0.7161792965159997,0.6548727653005328,0.4585771400767691
West Bengal,purba medinipur,9,5084,514,17,1804.0,15824.0,7624.0,6996.0,5615,17628.0,14620.0,32248.0,37863.0,1.0,0.0,3580.5,0.18025214836124898,1.2157097148482825,0.41240821688574714,1,0.10071375830666995,0.8737145764576677,0.5506238337928537,0.7062041084428736,0.3442418365650334
West Bengal,purulia,9,237,92,0,84.0,1943.0,161.0,445.0,329,2027.0,606.0,2633.0,2962.0,1.0,0.0,195.75,0.22133982694213955,1.19564577817005,0.22360314425323985,1,0.07678729037952339,0.8421441828807034,0.7391525329322973,0.6118015721266199,0.36572384565541355
West Bengal,puruliya,9,3952,1353,40,2755.0,35392.0,4939.0,6751.0,5345,38147.0,11690.0,49837.0,55182.0,1.0,0.0,3304.75,0.2473724599803257,1.2494792138393263,0.2440145132375166,1,0.07482904628203967,0.8692389679514884,0.5659829559695881,0.6220072566187583,0.3793345746838708
West Bengal,south 24 pargana,10,1,0,0,2.0,6.0,1.0,0.0,1,8.0,1.0,9.0,10.0,1.0,0.0,1.0,0.8181818181818182,1.8181818181818181,0.1111111111111111,1,0.18181818181818182,0.7317182198510983,0.75,0.5555555555555556,0.6777727499538051
West Bengal,south 24 parganas,9,6981,2419,59,4623.0,68404.0,9582.0,12589.0,9459,73027.0,22171.0,95198.0,104657.0,1.0,0.0,8385.5,0.18960917293001314,1.2505138691699689,0.2501962289162931,1,0.08884639020152148,0.9336826014129762,0.28298799676943215,0.6250981144581466,0.34913400116979126
West Bengal,south dinajpur,9,166,23,0,15.0,2093.0,88.0,263.0,189,2108.0,351.0,2459.0,2648.0,1.0,0.0,111.5,0.229018300922181,1.2596028065168272,0.14366444807233456,1,0.05303841122606731,0.8434282054661113,0.7438452112401481,0.5718322240361673,0.3697384080141693
West Bengal,south twenty four parganas,9,797,316,3,177.0,9537.0,616.0,2667.0,1116,9714.0,3283.0,12997.0,14113.0,1.0,0.0,1026.75,0.17842052831768526,1.303713170994215,0.2572574380837112,1,0.06906699852011301,0.8527064425144577,0.6928662934803799,0.6286287190418556,0.3432842045014819
West Bengal,uttar dinajpur,4,1264,333,116,643.0,9442.0,3513.0,5780.0,1713,10085.0,9293.0,19378.0,21091.0,1.0,0.0,4482.0,0.365169861912921,1.5717172915824564,0.23824509517199335,1,0.09972447091369599,0.8200326991531529,0.5004107834127051,0.6191225475859967,0.44092298625979515
West Bengal,west medinipur,10,1,1,0,0.0,2.0,0.0,0.0,2,2.0,0.0,2.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,0,0.5,0.8002242723439252,0.7499443005542095,0.0,0.25
West Bengal,west midnapore,9,626,221,1,131.0,7327.0,622.0,1843.0,848,7458.0,2465.0,9923.0,10771.0,1.0,0.0,547.5,0.24227363824178566,1.3849766371765375,0.232443521553126,1,0.05194373947487014,0.8352005562709941,0.7195602528754839,0.616221760776563,0.37666874057689137
