state,district,month,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,E,DU,BU,U,T,activity_ratio,zero_month_ratio,avg_monthly_enrolment,monthly_valatility,peak_load_ratio,biometric_burden,update_dominant,enrollment_update_balance,DEI,ASS,UBS,SRS
Gujarat,kachchh,1,259,89,4,93.0,1048.0,632.0,738.0,352,1141.0,1370.0,2511.0,2863.0,1.0,0.0,1073.1,0.3941883394591495,1.487860213840735,0.708332239748738,1,0.04483636044573133,0.820873817405429,0.6153152018802989,0.786200336222898,0.5306253816617115
Gujarat,kheda,1,215,74,9,60.0,858.0,452.0,541.0,298,918.0,993.0,1911.0,2209.0,1.0,0.0,987.0,0.43561102811176533,1.4662485613730756,0.7981003181733108,1,0.0493886878054476,0.7968202583934619,0.6284559266805552,0.9157151557543554,0.5813750914639693
Gujarat,mahesana,1,297,28,1,79.0,888.0,509.0,588.0,326,967.0,1097.0,2064.0,2390.0,1.0,0.0,858.7777777777778,0.43918919400139883,1.5372000452051184,0.7490448381668812,1,0.04852643871567237,0.7998745800462795,0.6480254148977392,0.844939310358487,0.5857589421127314
Gujarat,mahisagar,1,76,9,1,8.0,105.0,223.0,141.0,86,113.0,364.0,477.0,563.0,1.0,0.0,368.0,0.4921118030877167,1.627345424136309,0.8331634675273201,1,0.07693513824282654,0.7536050521498022,0.722928733316545,0.9663032661437825,0.6505979745481443
Gujarat,morbi,1,119,20,4,43.0,254.0,178.0,103.0,143,297.0,281.0,578.0,721.0,1.0,0.0,868.7,0.40978123836956765,1.5229481409282457,0.6492575189508669,1,0.12451624000229337,0.7808503413753529,0.6465110688857856,0.7009690163897987,0.5497292863192786
Gujarat,narmada,1,72,7,12,24.0,311.0,125.0,268.0,91,335.0,393.0,728.0,819.0,1.0,0.0,260.1666666666667,0.5224673017109711,1.5840236201098992,0.7331086869609915,1,0.04267475874135433,0.6864377242696313,0.7393864354957278,0.8219470865782814,0.6877885287140608
Gujarat,navsari,1,94,7,2,36.0,442.0,201.0,206.0,103,478.0,407.0,885.0,988.0,1.0,0.0,383.6666666666667,0.4650953964463881,1.562129312759557,0.7339749294413791,1,0.04205283092399313,0.7738033265887967,0.7205376606660918,0.8231968764867527,0.617498365576706
Gujarat,panch mahals,1,243,45,11,43.0,626.0,584.0,771.0,299,669.0,1355.0,2024.0,2323.0,1.0,0.0,988.2222222222222,0.445046777157631,1.5664818938807126,0.8194034050935697,1,0.05382213400464756,0.7812096923085599,0.6282693890978958,0.9464506410890288,0.5929354594994801
Gujarat,patan,1,158,39,13,40.0,663.0,356.0,403.0,210,703.0,759.0,1462.0,1672.0,1.0,0.0,1011.4,0.41540449195542634,1.4972824852769746,0.7248590071480097,1,0.0765597323361543,0.7826777723379761,0.6247319582121899,0.8100446841773165,0.5566187108571234
Gujarat,porbandar,1,66,10,0,21.0,333.0,130.0,157.0,76,354.0,287.0,641.0,717.0,1.0,0.0,358.5,0.4537122213631794,1.7394741364495618,0.7481915575496749,1,0.06160852380134044,0.7676021100116625,0.7243786390726707,0.8437082214559879,0.603552075490472
Gujarat,rajkot,1,511,102,13,135.0,2020.0,821.0,995.0,626,2155.0,1816.0,3971.0,4597.0,1.0,0.0,2183.8888888888887,0.41055460209644196,1.5230850925080586,0.6227449060921848,1,0.06103544434300336,0.8385787028521555,0.4457847593707579,0.6627173758293424,0.5506767860105616
Gujarat,sabar kantha,1,219,55,6,62.0,1029.0,348.0,660.0,280,1091.0,1008.0,2099.0,2379.0,1.0,0.0,978.8888888888889,0.44744850248151796,1.62568214015717,0.7699782636491497,1,0.05596884549168091,0.785310848790173,0.6296938579109317,0.8751414587289601,0.5958779740289974
Gujarat,surat,1,678,200,35,287.0,3693.0,1213.0,1093.0,913,3980.0,2306.0,6286.0,7199.0,1.0,0.0,3250.777777777778,0.41261670921765814,1.4956766765960872,0.5099637880137142,1,0.04710892842766283,0.8653870719648082,0.2829544076711037,0.5,0.5532032115369327
Gujarat,surendranagar,1,225,80,9,36.0,902.0,331.0,436.0,314,938.0,767.0,1705.0,2019.0,1.0,0.0,1197.5,0.46710428455757685,1.5629939562993955,0.7429921714347559,1,0.07953111509596865,0.7814593819733794,0.5963290675579771,0.8362066956779362,0.6199595889299998
Gujarat,tapi,1,55,12,2,21.0,157.0,161.0,220.0,69,178.0,381.0,559.0,628.0,1.0,0.0,376.0,0.45050451785263096,1.420098281152765,0.8117992221792627,1,0.05647947468938435,0.7856899941849179,0.7217077600482285,0.9354795431763316,0.599622103110909
Gujarat,the dangs,1,22,2,0,13.0,48.0,88.0,111.0,24,61.0,199.0,260.0,284.0,1.0,0.0,190.625,0.5732452552350316,2.089742444543695,0.8565190268247037,1,0.04540717582253982,0.7,0.75,1.0,0.75
Gujarat,vadodara,1,426,106,61,170.0,2030.0,1302.0,1584.0,593,2200.0,2886.0,5086.0,5679.0,1.0,0.0,1431.6,0.41062636595819374,1.5958662346579695,0.7146013009182296,1,0.038397991588704834,0.7667174639125062,0.5606003372938654,0.7952451586168695,0.5507647087233709
Gujarat,valsad,1,197,45,8,47.0,391.0,391.0,506.0,250,438.0,897.0,1335.0,1585.0,1.0,0.0,952.2222222222222,0.41267723872882095,1.5105791090741372,0.7148876513279683,1,0.06224714367686687,0.790546667288506,0.63376376880532,0.795658296809097,0.55327737029451
