state,district,total_months,active_months,total_E,total_DU,total_BU,total_U,total_T,avg_monthly_enrolment,monthly_volatility,peak_load_ratio,sum_age_0_5,sum_age_5_17,zero_months,activity_ratio,zero_month_ratio,biometric_burden,update_dominant,enrollment_update_balance,access,responsiveness,inclusion,stability,visibility,DEI,ASS,UBS,SRS
Telangana,mancherial,11,11,1373.0,31496.0,23852.0,55348.0,56721.0,124.81818181818181,0.8170310535155503,2.345991784347949,1132.0,240.0,0,1.0,0.0,0.43094601430946017,1,0.02420620228839407,0.5130449826989619,0.7036896134291841,0.9736699469841974,0.09583079141976547,1.0,0.6572470669064219,0.7369550173010381,0.35880326363615783,0.6860881475887539
Telangana,medak,11,11,9440.0,60863.0,182958.0,243821.0,253261.0,858.1818181818181,0.5609440693573458,1.8615144060870012,7537.0,1895.0,0,1.0,0.0,0.7503783513315095,1,0.03727380054568212,0.6526124567474049,0.372107804001113,0.9693634213638139,0.6562702329537791,1.0,0.7300707830132221,0.5973875432525951,0.691985244564221,0.42477707866760006
Telangana,medchal–malkajgiri,11,11,6218.0,105962.0,67130.0,173092.0,179310.0,565.2727272727273,0.5730328986641303,1.9476827840053539,4465.0,1581.0,0,1.0,0.0,0.38782843805606265,1,0.03467737437956611,0.5968685121107267,0.4379904298101043,0.0,0.5907322979511018,1.0,0.5251182479743866,0.6531314878892733,0.31382973464766295,0.43711251585721417
Telangana,mulugu,11,11,1119.0,13586.0,10846.0,24432.0,25551.0,101.72727272727273,0.679944374158033,1.9872412038667762,809.0,305.0,0,1.0,0.0,0.4439259986902423,1,0.04379476341434777,0.5086505190311419,0.2066426110380895,0.8384666541970622,0.4572155143608407,1.0,0.6021950597254269,0.7413494809688581,0.372341958399255,0.5462049479973441
Telangana,nagarkurnool,11,11,1589.0,22708.0,22773.0,45481.0,47070.0,144.45454545454547,0.7241439300289526,1.954854472062885,1236.0,351.0,0,1.0,0.0,0.5007145841120468,1,0.0337582324198003,0.5167820069204152,0.4613130594272525,0.9544982217864079,0.432110676061189,1.0,0.672940792839053,0.7332179930795848,0.4315749514059502,0.5913061593237856
Telangana,nalgonda,11,11,8425.0,81841.0,196452.0,278293.0,286718.0,765.9090909090909,0.5175691014550605,1.7237111028955279,6707.0,1706.0,0,1.0,0.0,0.7059178635466936,1,0.029384273048779636,0.6350519031141868,0.5722994345860547,0.948508729556275,0.7856132188117287,1.0,0.7882946572136491,0.6149480968858132,0.6456109997671127,0.3805172766154786
Telangana,narayanpet,11,11,1516.0,26659.0,16218.0,42877.0,44393.0,137.8181818181818,0.6691883078344338,1.8992859234564008,1219.0,293.0,0,1.0,0.0,0.37824474660074164,1,0.03414952807875116,0.5155190311418685,0.4513841864957687,0.9046143461986853,0.522496776485522,1.0,0.6788028680643688,0.7344809688581315,0.30383352282560566,0.5352294616888711
Telangana,nirmal,11,11,1780.0,38160.0,21713.0,59873.0,61653.0,161.8181818181818,0.8766878059585238,2.382236063127504,1633.0,141.0,0,1.0,0.0,0.36265094449918994,1,0.02887126336106921,0.5200865051903114,0.5853167218607312,0.8781421478965233,0.012578943736554715,1.0,0.5992248637368242,0.7299134948096886,0.28756850118493016,0.7469618768822646
Telangana,nizamabad,11,11,8223.0,73902.0,163314.0,237216.0,245439.0,747.5454545454545,0.4932384002708972,1.7212667913412294,7333.0,868.0,0,1.0,0.0,0.6884611493322541,1,0.03350323298253334,0.6315570934256055,0.46778350435120397,0.9032803622284613,0.8119494364712017,1.0,0.7629140792952945,0.6184429065743945,0.6274028788339443,0.35569023765083074
Telangana,peddapalli,11,11,723.0,12194.0,13248.0,25442.0,26165.0,65.72727272727273,0.764091107303825,2.163424421937703,628.0,92.0,0,1.0,0.0,0.520713780363179,1,0.027632333269635007,0.5017993079584775,0.616753767397658,0.8499951751423336,0.26257232034343186,1.0,0.6462241141683802,0.7482006920415225,0.4524349929597937,0.6320682450205386
Telangana,rajanna sircilla,11,11,1080.0,12871.0,14054.0,26925.0,28005.0,98.18181818181819,0.7514919095524482,2.0735225852526336,1013.0,64.0,0,1.0,0.0,0.5219684308263696,1,0.0385645420460632,0.5079757785467128,0.3393560776491356,0.8995801033591733,0.33093616534728754,1.0,0.6155696249804619,0.7420242214532872,0.4537436485912031,0.6192120280488577
Telangana,rangareddy,11,11,21478.0,208574.0,358028.0,566602.0,588080.0,1952.5454545454545,0.5028697736616756,1.6878213848455992,16184.0,5066.0,0,1.0,0.0,0.6318862270164948,1,0.03652224187185417,0.8608823529411764,0.39117811669765157,0.6162368415923691,0.8227716115269312,1.0,0.7382137845516257,0.3891176470588235,0.5683927458469549,0.36551808768466243
Telangana,sangareddy,11,11,3209.0,43964.0,38186.0,82150.0,85359.0,291.72727272727275,0.5708294211079127,1.9424196628357877,2552.0,643.0,0,1.0,0.0,0.4648326232501522,1,0.03759416113122225,0.5448096885813148,0.36397886243653665,0.8422822439795031,0.5962303074763096,1.0,0.6694602204947329,0.705190311418685,0.3941484876014292,0.43486408813078475
Telangana,siddipet,11,11,2258.0,40437.0,32084.0,72521.0,74779.0,205.27272727272728,0.8796651914551824,2.3808154695837067,2017.0,237.0,0,1.0,0.0,0.4424097847520029,1,0.030195643161850253,0.528356401384083,0.5517114455072064,0.9359589675984106,0.010417930374543471,1.0,0.6052889489728487,0.721643598615917,0.37076048055589417,0.75
Telangana,suryapet,11,11,2560.0,56501.0,32923.0,89424.0,91984.0,232.72727272727272,0.7363776904216199,2.2482170812315188,2157.0,399.0,0,1.0,0.0,0.3681673823582036,1,0.02783092711775961,0.5335813148788927,0.6117145776241499,0.943513808139534,0.2384979862736758,1.0,0.6654615373832504,0.7164186851211073,0.29332238856736464,0.6037894841426614
Telangana,vikarabad,11,11,3116.0,66159.0,32092.0,98251.0,101367.0,283.27272727272725,0.8319873527885003,2.2963193149644363,2451.0,662.0,0,1.0,0.0,0.3266328078085719,1,0.030739787110203518,0.5432006920415224,0.5379041466117365,0.965194644296503,0.11123840584066935,1.0,0.6315075777580862,0.7067993079584776,0.25,0.7013495501272946
Telangana,wanaparthy,11,11,1955.0,26570.0,20174.0,46744.0,48699.0,177.72727272727272,0.749175734946545,1.9987884761494077,1473.0,482.0,0,1.0,0.0,0.43158480232757146,1,0.04014456148996899,0.523114186851211,0.29926411156427035,1.0,0.37944228520848317,1.0,0.6403641167247929,0.726885813148789,0.35946954764250355,0.6168486042924098
Telangana,warangal,11,11,4652.0,52500.0,141319.0,193819.0,198471.0,422.90909090909093,0.5198860075139071,1.7379214091731288,3846.0,803.0,0,1.0,0.0,0.729128723190193,1,0.023439192627638293,0.5697750865051903,0.7231519848730251,0.9766866963946491,0.7744752524587086,1.0,0.8088178040463146,0.6802249134948097,0.6698209475362094,0.3828814467462537
Telangana,yadadri bhuvanagiri,11,11,1955.0,39991.0,23368.0,63359.0,65314.0,177.72727272727272,0.7348943253557463,2.07961539639281,1681.0,270.0,0,1.0,0.0,0.3688189523193232,1,0.02993232691306611,0.523114186851211,0.5583929241159457,0.9260334265151976,0.34411048144259115,1.0,0.6703302037849891,0.726885813148789,0.2940020047026092,0.6022758589491051
