state,district,month,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,E,DU,BU,U,T,activity_ratio,zero_month_ratio,avg_monthly_enrolment,monthly_valatility,peak_load_ratio,biometric_burden,update_dominant,enrollment_update_balance,DEI,ASS,UBS,SRS
Bihar,kaimur (bhabua),4,146,199,12,0.0,0.0,5973.0,4993.0,357,0.0,10966.0,10966.0,11323.0,1.0,0.0,978.125,0.4203052791491385,1.757274355964663,0.5278825685660511,1,0.06042657688268364,0.8383714178128059,0.6541726299165967,0.9387868100015668,0.3701850379282925
Bihar,katihar,5,270,215,10,0.0,0.0,11024.0,11144.0,495,0.0,22168.0,22168.0,22663.0,1.0,0.0,2725.0,0.39588664118816924,1.4908336368552917,0.4740095279477333,1,0.06015253358056576,0.8971655018228926,0.4817524552139367,0.8940064345059159,0.3608737908868279
Bihar,khagaria,9,1480,1497,30,1645.0,21675.0,2701.0,3517.0,3007,23320.0,6218.0,29538.0,32545.0,1.0,0.0,2049.0,0.3275310622419729,1.3390248919975314,0.30955697340043137,1,0.08430364122608516,0.8886337558732637,0.5484750530523614,0.7573101006935778,0.33480863183710075
Bihar,kishanganj,9,2368,664,3,1168.0,57853.0,4094.0,11869.0,3035,59021.0,15963.0,74984.0,78019.0,1.0,0.0,2191.0,0.42078122399393125,1.7030161146854825,0.35587586325472104,1,0.047825636156268246,0.8885614864073377,0.5344593594235799,0.7958113112510443,0.37036652389139413
Bihar,lakhisarai,6,298,478,10,0.0,0.0,2279.0,2513.0,786,0.0,4792.0,4792.0,5578.0,1.0,0.0,1025.8333333333333,0.4164138124763228,1.4468409236690185,0.4148259242541171,1,0.08225090870215951,0.8457614577979629,0.6494637187649082,0.844811810141521,0.3687011546911467
Bihar,madhepura,9,1368,1485,15,1356.0,21465.0,3638.0,5230.0,2868,22821.0,8868.0,31689.0,34557.0,1.0,0.0,2256.75,0.19046385089794896,1.2313095753457106,0.35689846739916403,1,0.07373253069125779,0.912828512035609,0.5279696984651828,0.7966613207742861,0.2825425444267862
Bihar,madhubani,3,46,235,49,3407.0,41495.0,16996.0,20887.0,330,44902.0,37883.0,82785.0,83115.0,1.0,0.0,2881.1111111111113,0.3967141379205271,1.6781265984080977,0.5672230876601259,1,0.05817083785748257,0.7955816628094514,0.46634396573941556,0.9714874557606906,0.3611893296369132
Bihar,monghyr,9,8,8,0,0.0,81.0,2.0,33.0,16,81.0,35.0,116.0,132.0,1.0,0.0,12.25,0.23956874901722625,1.2279069767441861,0.25984251968503935,1,0.11395348837209303,0.8613730745726802,0.7495064896609585,0.7159864278623203,0.30126708746089703
Bihar,munger,4,191,278,22,0.0,0.0,3807.0,3746.0,491,0.0,7553.0,7553.0,8044.0,1.0,0.0,869.5714285714286,0.47070724134508846,1.6494655840865435,0.4719951251713807,1,0.07173075336735055,0.8216643294180844,0.664887091884575,0.8923320216328121,0.38940417382486403
Bihar,muzaffarpur,3,24,40,10,4456.0,42818.0,13651.0,18161.0,74,47274.0,31812.0,79086.0,79160.0,1.0,0.0,3206.1111111111113,0.4218021939067353,1.6034533980320311,0.5019580658593706,1,0.06494251838781408,0.8140049573342154,0.43426579370171137,0.9172378320263299,0.37075583729598355
Bihar,nalanda,6,307,1153,37,0.0,0.0,5457.0,7096.0,1497,0.0,12553.0,12553.0,14050.0,1.0,0.0,2429.1666666666665,0.5919065639074375,2.1498495258645165,0.3435100148914651,1,0.06896731209660628,0.8313013841251312,0.5109518169405649,0.7855325646521267,0.4356195620639626
Bihar,nawada,7,616,2933,123,0.0,0.0,4425.0,6881.0,3672,0.0,11306.0,11306.0,14978.0,1.0,0.0,3082.6,0.3325926018771032,1.508695156137949,0.360096552623976,1,0.12560303800769282,0.8531928547157788,0.4464565957656813,0.7993196347582472,0.336738684038546
Bihar,pashchim champaran,3,25,88,13,0.0,0.0,0.0,0.0,126,0.0,0.0,0.0,126.0,1.0,0.0,2337.0,1.4163656360150958,3.7937159237816878,0.21787709497206703,0,0.9195098645382497,0.4645971790400571,0.5200488575235651,0.18110390675504867,0.75
Bihar,patna,3,12,52,16,4807.0,41971.0,11916.0,18174.0,80,46778.0,30090.0,76868.0,76948.0,1.0,0.0,2738.222222222222,0.45562251341418764,1.675979724776407,0.46161762952034735,1,0.0516180382464445,0.7482948076404488,0.4804473945395823,0.8837060345597946,0.3836521073688067
Bihar,purba champaran,9,16,30,0,2.0,272.0,6.0,38.0,46,274.0,44.0,318.0,364.0,1.0,0.0,31.75,0.17953224298909348,1.1683018867924528,0.22036727879799667,1,0.09584905660377359,0.8675277082806521,0.7475817993386962,0.6831737985877442,0.2783741341345137
Bihar,purbi champaran,3,60,241,35,0.0,0.0,0.0,0.0,336,0.0,0.0,0.0,336.0,1.0,0.0,4957.0,0.6823107450880748,1.6818640306637078,0.0,0,1.0,0.6502105131979189,0.2614494398657652,0.0,0.4700922327305137
Bihar,purnea,9,60,39,0,27.0,1090.0,62.0,542.0,99,1117.0,604.0,1721.0,1820.0,1.0,0.0,64.25,0.27892672952993164,1.4536741214057507,0.40938749736897495,1,0.05131789137380192,0.8643652783915847,0.7443739821349258,0.8402912782534526,0.31627496301041447
Bihar,purnia,4,517,276,21,0.0,0.0,19935.0,17607.0,814,0.0,37542.0,37542.0,38356.0,1.0,0.0,2871.4285714285716,0.24603932384730592,1.4467503707109233,0.6015251102969186,1,0.06507676468112385,0.9088356790440191,0.46729965242771837,1.0,0.30373442903987685
Bihar,rohtas,9,847,1800,11,2021.0,26021.0,3572.0,5543.0,2658,28042.0,9115.0,37157.0,39815.0,1.0,0.0,1984.75,0.18735418341129664,1.1757507269545084,0.3000211390292083,1,0.054704188084836625,0.913877726870731,0.554816660909046,0.7493837197262763,0.28135677467864095
Bihar,saharsa,5,334,295,13,0.0,0.0,5638.0,7734.0,642,0.0,13372.0,13372.0,14014.0,1.0,0.0,1866.142857142857,0.43628618809976577,1.7848164713140038,0.5730289786956431,1,0.08394381040509974,0.8613399834927826,0.5665234311658829,0.9763134313817676,0.37627883363566517
Bihar,samastipur,7,513,488,13,0.0,0.0,10278.0,13172.0,1014,0.0,23450.0,23450.0,24464.0,1.0,0.0,3841.4,0.3774479580184433,1.456519732997016,0.36260976065430844,1,0.07385262542680489,0.9237867601243451,0.3715614667127276,0.8014086647815257,0.3538428035571071
Bihar,samstipur,9,12,12,0,3.0,92.0,4.0,52.0,24,95.0,56.0,151.0,175.0,1.0,0.0,20.5,0.22139112655112603,1.2413793103448276,0.30326594090202175,1,0.11310344827586206,0.8592327496195308,0.7486921976015397,0.7520808655455188,0.2943356470718436
Bihar,saran,4,143,174,10,0.0,0.0,9485.0,10504.0,327,0.0,19989.0,19989.0,20316.0,1.0,0.0,3459.714285714286,0.4524850245336667,1.6965141252271603,0.47016660947805866,1,0.09304630800026126,0.8926507046893611,0.4092346359656235,0.8908121219128989,0.3824557288442111
Bihar,sheikhpura,9,462,761,4,443.0,8565.0,2400.0,2346.0,1227,9008.0,4746.0,13754.0,14981.0,1.0,0.0,799.75,0.28332403218254926,1.4163751536352462,0.42358536398271496,1,0.07561217736598279,0.8718610762904879,0.671778611261906,0.8520928359695816,0.3179517302150413
Bihar,sheikpura,9,4,7,0,1.0,79.0,2.0,39.0,11,80.0,41.0,121.0,132.0,1.0,0.0,7.25,0.3616570858573976,1.5529411764705883,0.42765273311897106,1,0.08529411764705883,0.8474323090373564,0.75,0.8554737165568014,0.3478214721492416
Bihar,sheohar,9,498,334,4,410.0,7465.0,944.0,1710.0,836,7875.0,2654.0,10529.0,11365.0,1.0,0.0,815.5,0.21829780551079705,1.2019834361977106,0.3389991919658317,1,0.08603682017196813,0.8855876371905811,0.6702240536939249,0.781783076186544,0.29315611050509893
Bihar,sitamarhi,3,336,696,303,3044.0,36696.0,11896.0,16604.0,1335,39740.0,28500.0,68240.0,69575.0,1.0,0.0,4692.444444444444,0.3403309902188998,1.5889540194884288,0.517268820627089,1,0.10716605765326837,0.7740016290966075,0.28756162024927756,0.9299644451848071,0.33968946473599637
Bihar,siwan,5,269,384,12,0.0,0.0,7028.0,7021.0,665,0.0,14049.0,14049.0,14714.0,1.0,0.0,2187.285714285714,0.4564973165817538,1.7550939447885312,0.4934209820230749,1,0.07592444746381304,0.8691078313731921,0.5348259671040109,0.9101416329731584,0.38398568487705614
Bihar,supaul,9,1425,1155,54,986.0,23120.0,2773.0,4481.0,2634,24106.0,7254.0,31360.0,33994.0,1.0,0.0,2602.75,0.10512140351708123,1.1100968033317613,0.3379429408482143,1,0.08322208810621988,0.9197396779266416,0.4938187830035039,0.7809050986096012,0.25
Bihar,vaishali,4,270,217,10,0.0,0.0,14309.0,14410.0,497,0.0,28719.0,28719.0,29216.0,1.0,0.0,3601.4,0.2671074694823655,1.3370000600597827,0.4309477736792244,1,0.08319203884481938,0.9310506076522038,0.39524996298672455,0.8582126218026912,0.3117680756759895
Bihar,west champaran,4,2826,3724,159,0.0,0.0,13858.0,12321.0,6709,0.0,26179.0,26179.0,32888.0,1.0,0.0,5073.0,0.3657036444963594,1.3915293120215446,0.35827829165317887,1,0.09487444829563874,0.9102944465784384,0.25,0.7978082589738683,0.3493644946231147
